Nombre,Título,Categoría,Tiempo (min),Dificultad,Ingredientes,Calorías,Proteínas,Carbohidratos,Grasas,Procedimiento,Número de Pasos
sofrito-para-batch-cooking,Fondo de batch cooking,Potajes y legumbres,154,2,"Muslos de pollo, Aceite de oliva, Cebolla, Dientes de ajo, Pimiento rojo, Pimiento verde, Calabacín, Zanahoria, Vi blanc, Tomate triturado, Sal, Pimienta negra, Cúrcuma en polvo, Ñora granulada, Hojas de laurel, Hierbas provenzales",2348.2282299999997,232.97269170000004,112.14052000000001,109.10111690000002,"Guisar y condimentar los muslos de pollo mientras preparamos el sofrito Calentar el aceite Añadir la cebolla en cuartos y los ajos Agregar el pimiento rojo y el pimiento verde (yo lo tengo troceado y congelado) Añadir el calabacín y la zanahoria Añadir el vino blanco Echar el tomate y condimentar Triturar hasta conseguir la textura deseada Añadir el sofrito a la olla exprés con los muslos de pollo y acabar de llenar la olla hasta el máximo con la Mycook para utilizar todo el sofrito de las paredes (en mi caso, la olla es de 6 litros) y la pongo a fuego medio. Dejar reposar y enfriar antes de poner en los botes (yo utilizo los botes de legumbres del súper) Colocar en los botes poniendo en cada uno de ellos un muslito de pollo (Cuento unos 8 cazos por recipiente) y meter en el congelador.",11
bollitos-suizos,Bollitos suizos,Dulces y repostería,192,1,"Harina de fuerza, Levadura de panadero, Sal, Azúcar, Leche, Huevos L, Mantequilla, Huevo M, Azúcar, Agua",244.43083333333334,5.637533333333333,40.63973333333333,6.545408333333334,"echar ,en el vaso ,harina ,levadura de panadero seca, sal  azúcar , incorporar la leche y los huevos batimos hasta tener una masa homogénea incorporar ,la mantequilla dejar en reposo en  un bol  engrasado ,y tapado con film , unas 2 horas , pasado el tiempo de reposo  , echar un poco de harina en donde se vaya a manipular,  y hacer bolitas  con las dos manos ,de 45 a 50 gramos 
colócalas en  bandeja de horno , y tapas con papel film untado con un poco, de aceite para que no se pegue la masa  y dejar reposar , de 30 minutos a 1 hora lo puedes dejar ,en reposo dentro del horno apagado, pasado el tiempo de reposo , quitar el film de la bandeja ,dar un corte en la mitad del los  bollitos  con unas tijeras , untar con huevo, y echar azúcar húmeda con agua, meter al horno  previa mente precalentado , a 220º unos 8 minutos terminado el proceso ,de horneado se sacan y se dejan enfriar en una rejilla",7
petit-de-chocolate-realfooder,Petit de chocolate realfooder,Dulces y repostería,65,1,"Leche semidesnatada, Cacao en polvo, Edulcorante líquido, Queso fresco",471.1625,9.467500000000001,14.54225,44.4235,"Echar la Leche y calentarla.
Programar 1 minuto, 90°, velocidad 2. Agregar el Cacao.
Programar 1 minuto, sin temperatura, velocidad 5. Añadir el Edulcorante y el Queso.
Programar 3 minutos, sin temperatura, velocidad 4 Servir, y si el Queso Fresco lo tenías en la nevera puedes casi comerlo directamente. Si no dejar reposar en la nevera para que enfríe.",4
gazpacho-de-oscar,Gazpacho de Oscar,"Cremas, caldos y sopas",13,1,"Tomate, Dientes de ajo, Zanahoria, Pimiento verde, Pepino, Pimiento rojo, Cebolla dulce, Sal, Vinagre de Jerez, Aceite de oliva, Picante, Pimienta",209.21200000000002,3.3981499999999993,20.83595,13.308629999999999,"Pelar el ajo y la cebolla.
Limpiar los pimientos (quitarle el rabo, las semillas y las partes blancas).
Pelar el pepino.
Quitarle el ojo al tomate.
Pelar la zanahoria.
Trocear todo. Añadir parte de los ingredientes. Añadir el resto de los ingredientes. Ajustar los condimentos, especialmente la sal, la pimienta y el vinagre.",4
arroz-con-leche-vainilla-y-coco,"Arroz con leche, vainilla y coco.",Arroces,45,1,"Leche entera, Leche de coco, Arroz de grano redondo, Canela en rama, Piel de limón, Vainilla bourbon, Azúcar, Jengibre en polvo, Sal",362.02410633333335,7.9485897833333325,62.102023556666666,9.629606666666668,Todos los ingredientes se ponen dentro de la jarra a la vez.,1
golpes-de-turbo,Golpes de turbo,Otras,3,1,,0.0,0.0,0.0,0.0,Golpes de turbo Velocidad progresiva,2
pan-blanco-noa,Pan blanco NOA,Masas,35,1,"Agua, Levadura fresca, Azúcar, Harina, Aceite de oliva extra, Sal",2160.95,61.76,401.853,31.802500000000002,"Echar 100 ml de agua templada, unos 40º, añadir la levadura fresca y el azúcar y mezclar. Dejamos reposar 3 minutos Añadimos el aceite y 100 gramos de harina de fuerza y mezclamos bien. Dejamos reposar 20 minutos, veremos como la mezcla crece bastante. Añadir 250 ml de agua templada a 40 ºC , la sal y el resto de la harina y amasar durante dos minutos. Sacar de la jarra la masa y amasar unos minutos, después dejar reposar en un bol tapado con un paño una hora. Pasada esa hora volver a amasar, darle la forma que se considere y dejarlo en la bandeja del horno con harina una media hora más, hacerle dos cortes, espolvorear de harina y meter al horno. El horno estará previamente recalentado a 200º C, arriba y abajo. Meter en el horno 45 minutos tapado con papel de aluminio y otros 30 minutos sin papel.",6
magdalenas-de-halloween,Magdalenas de halloween,Dulces y repostería,50,1,"Yema de huevo, Azúcar, Aceite de girasol, Yogur, Harina de repostería, Levadura Royal, Clara de huevo a punto de nieve",148.338875,2.39280625,18.3755,7.407931249999999,Batir las yemas con el azúcar Añadimos aceite de girasol Añadir yogurt Harina de repostería Batir las claras a punto de nieve Añadir las claras Horneamos las magdalenas,7
pan-de-emergencia-en-bolsa-de-asar,Pan de emergencia en bolsa de asar,Masas,43,1,"Agua, Levadura, Harina de trigo, Sal fina, Aceite de oliva",203.602212,5.6831000000000005,42.7209,0.7546999999999999,"Ponemos todos los ingredientes. Mezclar Amasar Dejar reposar 10 minutos Volver amasar Volcamos masa sobre mesa aceitada. Formamos una bola en forma de hatillo para meter gas dentro de la masa y crear cierta tensión. Espolvorear con harina. Greñar. Introducir en bolsa de asar aceitada por dentro. Cerrar herméticamente. Introducir en horno. Selecciona calor arriba y abajo, 220 grados, durante 30 minutos.",5
trucroquetas,Croquetas con truco,Aperitivos y tapas,97,1,,0.0,0.0,0.0,0.0,"25 gr aceite
75 gr de mantequilla Añadir 120 gr de cebolla en trozos. Es una cebolla mediana aproximadamente Dar 2-3 toques de turbo Añadir 200 gr de harina Añadir 350 ml de leche evaporada mezclada con 550 ml de caldo. Este es el truco: reconstituir la leche evaporada con caldo. Yo hice las croquetas de lacón, asi que reconstituí la leche evaporada con caldo de lacón. Si son de pescado, reconstituirla con caldo de pescado.Spre reconstituir con caldo del ingrediente de las croquetas. Añadir el ingrediente de las croquetas desmenuzado. Acabar mezclando bien con la espátula y vaciar la jarra en una fuente para que enfríe. Guardar en la nevera tapada con film hasta el día siguiente. Rebozar en harina, huevo y pan rallado por ese orden. Hay gente q reboza en pan rallado, huevo y pan rallado, pero para mi gusto queda una cubierta mas gorda. Freír en abundante aceite a fuego medio-alto. Con estas cantidades salen alrededor de 50 croquetas, así que yo lo que hago después de rebozadas es ponerlas en una fuente separadas entre si durante 1 hora en el congelador para luego poderlas poner en un tupper o bolsas de congelados y que no se peguen entre ellas y asi poder ir cogiendo las que necesito los dias que quiero.",10
bizcocho-de-calabaza-y-yogur,Bizcocho de calabaza y yogur,Dulces y repostería,60,1,"Calabaza, Aceite de girasol, Yema, Yogur, Levadura Royal, Azúcar, Harina, Clara de huevo, Clara de huevo a punto de nieve",244.535,6.151941666666666,32.40358333333333,10.123158333333334,"Puré de calabaza Triturar la calabaza Separar las claras de las yemas. Añadimos las yemas y reservamos las claras. Añadimos el yogurt, la levadura, el azúcar. Añadimos la harina Montar las claras a punto de nieve Mezclar las claras poco a poco Horneamos",8
sofrito-para-legumbres,Sofrito para legumbres,"Cremas, caldos y sopas",50,1,"Aceite de oliva, Ajo, Cebolla, Pimiento verde, Avecrem, Vino blanco, Agua, Tomate triturado, Azúcar, Agua",245.46232499999996,3.32775,20.657647166666667,16.231616666666667,"Calentamos el aceite con el ajo cortado en láminas. Agregar la cebolla cortada en dados grandes. A continuación añadimos el pimiento cortado en trozos medianos y las pastillas de avecrem. Incorporar el vino. Posteriormente añadimos el tomate triturado. En este paso se acaba de evaporar el alcohol. Añadir el agua, dejar reposar y triturar en frío hasta que tenga una textura de crema.",6
pate-casero-para-gatos,Paté casero para gatos,"Cremas, caldos y sopas",8,1,"Agua, Hígado de pollo, Patata, Aceite de oliva, Perejil",105.972,9.742190000000003,5.14866,4.96758,"Calentar agua Añadimos los hígados Desechamos el agua sobrante y nos quedamos con los hígados en la jarra Añadimos la patata cocida, el aceite y el perejil",4
helado-de-yogurt-y-filipinos,Helado de yogur y Filipinos,Sorbetes y helados,241,1,"Galletas tipo Filipinos, Azúcar, Yogur natural, Nata 35% MG",321.5,4.075,38.35166666666667,17.741666666666667,Añadimos los filipinos al vaso y programamos un golpe de turbo. Seguidamente reservamos a ser posible en el frigorífico. Añadimos los 200g de azúcar blanco y pulverizamos 30segundos en velocidad 10 para hacer azucar glas. Añadimos los.4 Yogures y mezclamos 30 segundos en velocidad 5. Añadimos los filipinos y mezclamos Durante 15 segundos en velocidad 1. Cuando tenemos esta mezcla añadimos la nata bien fría y programamos 10 segundos en velocidad 3. Nos llevamos el resultado a un tupper y al congelador. Para hacerlo sin heladera el truco para que quede cremoso y no cristalice es sacarlo cada 30-40 minutos y removerlo. Este proceso lo hacemos 2-3 veces y ya dejamos congelar totalmente.,6
coca-san-juan-de-chocolate,Coca San Juan de chocolate,Dulces y repostería,85,1,"Azúcar blanco, Leche entera, Esencia de vainilla, Mantequilla, Huevo, Levadura seca de panadería, Harina de trigo, Sal, Huevo batido, Avellanas picadas y tostadas",2708.232,69.15684,423.4018,81.60884,"Ponemos el azúcar y pulverizamos Añadir la leche, unas gotas de esencia de vainilla, la mantequilla y programar. Añadir el huevo, la levadura seca de panadería y programar Agregar la harina, la sal y programar. Amasar. Sacar la masa del vaso, bolear y amasar un poco la masa, formar una bola. Extender la masa sobre un papel de horno dándole forma ovalada, primero con las manos y luego ayudándonos con el rodillo de cocina. Dejar levar hasta que doble el volumen, podemos tapar la masa con un trapo o meterla en el horno apagado. El tiempo de levado dependerá mucho de la temperatura ambiente. Una vez haya doblado el volumen pintar la coca con huevo batido y espolvorear con los ingredientes que queramos usar. Yo puse avellanas troceadas. También podéis poner crema pastelera formando un enrejado. Hornear la coca en el horno precalentado a 190 grados calor arriba y abajo unos 25-30 minutos o hasta que veamos que está hecha. Si veis que se os está tostando demasiado podéis cubrirla con papel de aluminio mientras la horneáis.",10
arros-en-verdures-i-bacalla-per-a-hvala,Arròs en verdures i bacallà per a Hvala,Arroces,42,1,"Aigua, Sal, Oli d'oliva, Bledes petites, Carbassó, Pastanaga, Bacallà al punt de sal, Arròs",0.0,0.0,0.0,0.0,"- Pelar Pastanaga (i guardar pells a un plat separat).
- Netejar i Trossejar Bleda (i guardar sobrant a un plat separat).
- Netejar i Trossejar Carbassó. 
- Netejar Bacallà Congelat al punt de sal. - Ficar l'aigua, oli, la sal, els sobrants de la verdura i una miqueta d'arròs a la part inferior. - Ficar la cistelleta a la part superior i ficar la bleda tallada, la pastanaga i el carbassó.
- Ficar la bandeja de vapor i ficar a la part de baix (inoxidable) el bacallà. Després ficar les dos tapes.
- Iniciar Procés Cocció. Ficar l'arròs a la cistelleta mirant de mesclar-ho bé amb les verdures existents per a que agafi ràpid humitat (sinó hi ha el risc que una part del arròs no se'ns cogui com voldríem) i iniciar cocció. 
Tirar una miqueta d'oli d'oliva damunt del bacallà que continuarà fent-se al vapor durant tot el procés. - Mesclar i preparar el menjar de la cistelleta amb el bacallà trossejat.
- Colar el menjar de la part inferior i ficar-hi una miqueta de bacallà per a que Hvala també se llepi les morrandes.",5
pan-del-bueno-en-cocotte,Pan del bueno en cocotte,Masas,251,1,"Agua, Harina de trigo, Levadura, Sal fina, Aceite de oliva virgen extra",250.251965,6.457625,48.338625,3.040875,"La noche anterior hacer un polish con 100g de agua, 100g de harina y 3g de levadura fresca de panaderia. Dejar tapado a temperatura ambiente toda la noche Realizamos una esponja. En un vaso, cuenco o recipiente grande, con una capacidad mínima de 400ml, se van añadiendo los ingredientes. remover y dejar en reposo durante 30 minutos. Transcurrido este tiempo la esponja habrá triplicado su volumen Ponemos en la jarra agua, harina y el polish de la noche anterior. Mezclar y dejar en reposo hasta que la esponja haya triplicado Añadir la esponja y amasar Dejar descansar la masa durante 10 minutos Añadimos sal y un poco de aceite. Amasar Dejamos descansar 10 minutos Amasar de nuevo Primer levado: Volcamos la masa sobre la mesa ligeramente aceitada. La boleamos haciendo un hatillo para crear tensión. Metemos la masa en un bol ligeramente aceitado. La tapamos con film o paño. Dejamos levar hasta duplicar, entre 1 hora/hora y media. (yo la dejé levar dentro de olla eléctrica a 30 grados durante 1 hora) Segundo levado: vuelco la masa sobre mesa enharinada, le quito un poco de gas a la masa, y la vuelvo a bolear en forma de hatillo para crear tensión. La meto dentro de bol, sobre un paño bastante enharinado, y dejo levar hasta duplicar. Mientras leva voy precalentando horno a maxima potencia, calor arriba y abajo. Meto dentro una olla de hierro fundido con su tapadera, para que vaya cogiendo temperatura. Levada la masa y alcanzada la temperatura máxima, saco la olla del horno con unos guantes(quema mucho). Agarro la masa con cuidado de no desgasificarla y la meto en la olla. Pongo tapadera y la meto en horno. Los primero 15 minutos a 250 grados. Después le quito la tapadera(con guantes) y bajo la temperatura a 220 grados durante 50 minutos. Saco la olla y retiro el pan(con guantes). Lo pongo dentro del horno sobre la rejilla durante 10 minutos para que se termine de dorar",11
jarabe-de-goma,Jarabe de goma,Bebidas y cócteles,25,1,"Agua, Peladura de naranja, Peladura de limón, Piel de piña, Clavo de olor, Azúcar blanco",246.75090624999999,0.10002328125,63.86428140625,0.019703125000000002,Infusion del agua Hacer el jarabe,2
pan-de-urgencia-en-cocotte,Pan de urgencia en cocotte,Masas,63,1,"Agua, Levadura, Harina de trigo, Sal fina",229.31875,6.458125,48.573125000000005,0.6199999999999999,"Echamos todos los ingredientes y amasamos Dejamos que descanse la masa durante 10 minutos amasamos una segunda vez Volcamos la masa sobre mesa enharinada. Formamos una bola en forma de hatillo para crear tensión: Y sin dejar levar la metemos dentro de olla cocotte o de pirex ligeramente aceitada. Espolvoreamos harina por encima, le hacemos cortes(greñas) y tapamos con su tapadera. Metemos directamente al horno frio. Sobre bandeja en el primer nivel. Seleccionamos 220 grados con calor arriba y abajo. A los 40 minutos le retiramos la tapadera. Seguimos horneando durante 10/15 minutos hasta conseguir el dorado deseado, Sacamos el pan de la olla con cuidado(quema mucho) y lo metemos en el horno apagado sobre la rejilla  y con la puerta entreabierta, unos cuantos minutos mas",4
mermelada-de-cerezas-con-azucar-moreno,Mermelada de cerezas con azúcar moreno,Dulces y repostería,26,1,"Cerezas, Limón, Azúcar moreno",61.359375,0.31656249999999997,15.743125000000001,0.0890625,Introducir los 400 gramos de cerezas sin hueso. Añadir 200 grs de azúcar moreno y el medio limón exprimido,2
cocer-buey-de-mar-vivo,Cocer buey de mar (vivo),Pescados y mariscos,10,1,"Buey de mar, Agua, Sal, Laurel",282.825,55.99025,4.24925,3.309,Cocer el buey de mar,1
pure-de-pavo,Puré de pavo,"Cremas, caldos y sopas",32,1,"Aceite de oliva, Ajo, Cebolla, Carne de pavo, Patatas, Zanahoria, Agua, Sal, Guisantes, Calabacín, Calabaza",184.9625,17.4165,17.846999999999998,5.292750000000001,"Calentar el aceite Sofreír cebolla y ajo Rehogar carne Cocinar patatas, zanahorias y guisantes Cocinar el resto de ingredientes Colar el caldo, dejando un poco dentro del vaso para triturar junto al puré Triturar el puré hasta conseguir la textura deseada, añádele más caldo si te gusta una textura más ligera",7
azucar-perlado-especial-para-gofres-y-roscon-de-reyes,Azúcar perlado (especial para gofres y roscón de reyes),Dulces y repostería,7215,1,"Azúcar, Agua",1741.5,0.0,449.90999999999997,0.0,"Ponemos los 300 gramos de azúcar en el vaso Mycook con el agua y programamos 6 minutos a temperatura 110º y velocidad 2. El azúcar se disolverá en el agua y quedará una textura almibarada. Cuando el azúcar esté totalmente disuelto y mezclado con el agua, removemos 2 minutos más pero sin temperatura. Vamos añadiendo los 150 gramos de azúcar extra poco a poco, quedará como un azúcar con grumos. A continuación deberemos pasar la mezcla a un molde. Puedes usar uno de silicona o bien un molde rígido (tupper), yo recomiendo forrarlo con film transparente para que el desmoldado sea más fácil. Una vez este frío lo tenemos que guardar durante 15 días o 20 días en un sitio oscuro hasta que se endurezca. Según sea invierno o verano puede tardar más o menos. Lo que tenemos que esperar es a que se evapore el agua.

Una vez esté listo lo guardamos en un tarro de cristal hermético y lo podrás usar en gofres, roscones de reyes y muchas otras recetas.

Los trozos de azúcar serán desiguales, unos más grandes y otros más pequeños, no esperéis que sean redonditos y perfectos como los que se compran de bote.",5
limpieza-profunda-jarra-y-cuchillas,Limpieza profunda jarra y cuchillas,Otras,20,1,"Agua del tiempo, Jabón de la vajilla",8604.0,10.200000000000001,0.72,973.32,"Si has usado la paleta mezcladora, ponla. Si no la has usado NO la pongas.
Cuando finalice vaciamos la jarra. Si has usado la paleta mezcladora, ponla. Si no la has usado NO la pongas.
Una vez finalizado vacía la jarra. Si has usado la paleta mezcladora, ponla. Si no la has usado NO la pongas.
Una vez finalizado vacía la jarra. IMPORTANTE: Si tenías puesto la paleta mezcladora quítala, porque se puede estropear las cuchillas y la paleta mezcladora.
Pon el vaso dosificador, y sujeta un poco con la mano, ya que puede levantarse.
Una vez finalizado vacía la jarra. Aclara la jarra con agua caliente,y repasa si queda algún resto de suciedad.",5
pure-de-verduras-lomo-de-cerdo-y-avena,"Puré de verduras, lomo de cerdo y avena",Papillas y alimentación infantil,25,1,"Calabacín, Puerro, Zanahoria, Judías verdes, Agua, Lomo de cerdo, Copos de avena, Aceite de oliva virgen extra",107.27000000000001,5.1365,13.168600000000001,4.2244,Cocinar las verduras cortadas en trozos no muy grandes Añadir el lomo de cerdo cortado en trozos grandes y los copos de avena. Añadir el aceite de oliva virgen extra y triturar hasta conseguir la textura deseada,3
